"Davoli","Davoli","38.6500","16.4833","Italy","IT","ITA","Calabria","","5531","1380719793"
"Hidden Valley","Hidden Valley","39.1673","-84.8444","United States","US","USA","Indiana","","5531","1840005881"
"Burda","Burda","23.2623","86.0076","India","IN","IND","West Bengal","","5159","1356186034"
"Gosāba","Gosaba","22.1691","88.8163","India","IN","IND","West Bengal","","5369","1356380303"
"Stara Syniava","Stara Syniava","49.6000","27.6167","Ukraine","UA","UKR","Khmel’nyts’ka Oblast’","","5501","1804751206"
"Chíquiza","Chiquiza","5.6100","-73.4889","Colombia","CO","COL","Boyacá","minor","5484","1170941508"
"Lieboch","Lieboch","46.9742","15.3375","Austria","AT","AUT","Steiermark","","5096","1040859304"
"Kae Dam","Kae Dam","16.0233","103.3862","Thailand","TH","THA","Maha Sarakham","minor","5402","1764569839"
"Falcon Heights","Falcon Heights","44.9899","-93.1770","United States","US","USA","Minnesota","","5528","1840007838"
"Féres","Feres","40.8933","26.1739","Greece","GR","GRC","Anatolikí Makedonía kai Thráki","","5457","1300630630"
"Stepanivka","Stepanivka","50.9430","34.6334","Ukraine","UA","UKR","Sums’ka Oblast’","","5490","1804445453"
"Campinas do Sul","Campinas do Sul","-27.7158","-52.6278","Brazil","BR","BRA","Rio Grande do Sul","","5506","1076622731"
"Strawberry","Strawberry","37.8925","-122.5078","United States","US","USA","California","","5527","1840136945"
"South Huntingdon","South Huntingdon","40.1702","-79.7001","United States","US","USA","Pennsylvania","","5527","1840144812"
"Incourt","Incourt","50.7000","4.7833","Belgium","BE","BEL","Wallonia","","5388","1056781934"
"Newmains","Newmains","55.7830","-3.8790","United Kingdom","GB","GBR","North Lanarkshire","","5480","1826903762"
"Estenfeld","Estenfeld","49.8281","10.0075","Germany","DE","DEU","Bavaria","","5237","1276811337"
"Atlanta","Atlanta","33.1136","-94.1672","United States","US","USA","Texas","","5526","1840019407"
"Obrigheim","Obrigheim","49.3522","9.0928","Germany","DE","DEU","Baden-Württemberg","","5307","1276532864"
"Saint Légier-La Chiésaz","Saint Legier-La Chiesaz","46.4667","6.8833","Switzerland","CH","CHE","Vaud","","5184","1756001878"
"Zschorlau","Zschorlau","50.5667","12.6500","Germany","DE","DEU","Saxony","","5284","1276001781"
"Horní Slavkov","Horni Slavkov","50.1387","12.8077","Czechia","CZ","CZE","Karlovarský Kraj","","5379","1203464131"
"Warthausen","Warthausen","48.1267","9.7958","Germany","DE","DEU","Baden-Württemberg","","5318","1276727368"
"Hachirougata","Hachirougata","39.9494","140.0733","Japan","JP","JPN","Akita","","5445","1392976539"
"Weiser","Weiser","44.2547","-116.9689","United States","US","USA","Idaho","","5524","1840021250"
"Yosemite Lakes","Yosemite Lakes","37.1885","-119.7723","United States","US","USA","California","","5524","1840018920"
"Amblève","Ambleve","50.3539","6.1692","Belgium","BE","BEL","Wallonia","","5480","1056140133"
"Erlenbach","Erlenbach","49.1700","9.2694","Germany","DE","DEU","Baden-Württemberg","","5121","1276006765"
"Kirchdorf am Inn","Kirchdorf am Inn","48.2467","12.9828","Germany","DE","DEU","Bavaria","","5354","1276456410"
"Harrietstown","Harrietstown","44.2430","-74.2363","United States","US","USA","New York","","5523","1840058167"
"Hopewell","Hopewell","39.7582","-76.5906","United States","US","USA","Pennsylvania","","5523","1840152712"
"Nassogne","Nassogne","50.1286","5.3419","Belgium","BE","BEL","Wallonia","","5474","1056386865"
"Trilport","Trilport","48.9572","2.9492","France","FR","FRA","Île-de-France","","5061","1250538270"
"Clare","Clare","43.8258","-84.7630","United States","US","USA","Michigan","","5522","1840002561"
"Byron Bay","Byron Bay","-28.6483","153.6178","Australia","AU","AUS","New South Wales","","5521","1036606974"
"Wool","Wool","50.6789","-2.2189","United Kingdom","GB","GBR","Dorset","","5310","1826429345"
"Esterwegen","Esterwegen","52.9919","7.6336","Germany","DE","DEU","Lower Saxony","","5411","1276666724"
"Seelow","Seelow","52.5167","14.3831","Germany","DE","DEU","Brandenburg","minor","5394","1276427518"
"Sabino","Sabino","-21.4600","-49.5778","Brazil","BR","BRA","São Paulo","","5502","1076051875"
"São Jorge do Ivaí","Sao Jorge do Ivai","-23.4328","-52.2928","Brazil","BR","BRA","Paraná","","5517","1076845359"
"Bom Jesus do Amparo","Bom Jesus do Amparo","-19.7039","-43.4739","Brazil","BR","BRA","Minas Gerais","","5491","1076296987"
"Gersfeld","Gersfeld","50.4500","9.9167","Germany","DE","DEU","Hesse","","5458","1276742197"
"Highland Lakes","Highland Lakes","33.3970","-86.6497","United States","US","USA","Alabama","","5519","1840075149"
"Germantown","Germantown","39.6324","-84.3645","United States","US","USA","Ohio","","5519","1840012489"
"Wangen","Wangen","47.1908","8.8956","Switzerland","CH","CHE","Schwyz","","5053","1756713119"
"Plouhinec","Plouhinec","47.6975","-3.2511","France","FR","FRA","Bretagne","","5367","1250248689"
"Santa Luz","Santa Luz","-8.9539","-44.1289","Brazil","BR","BRA","Piauí","","5513","1076341662"
"Luisiânia","Luisiania","-21.6758","-50.3267","Brazil","BR","BRA","São Paulo","","5511","1076185494"
"Hamptonburgh","Hamptonburgh","41.4484","-74.2540","United States","US","USA","New York","","5516","1840058161"
"Gaurama","Gaurama","-27.5839","-52.0939","Brazil","BR","BRA","Rio Grande do Sul","","5489","1076471578"
"Castiglione dei Pepoli","Castiglione dei Pepoli","44.1500","11.1500","Italy","IT","ITA","Emilia-Romagna","","5514","1380277344"
"Stonehouse","Stonehouse","55.6968","-3.9824","United Kingdom","GB","GBR","South Lanarkshire","","5500","1826070141"
"Horgenzell","Horgenzell","47.8053","9.4981","Germany","DE","DEU","Baden-Württemberg","","5419","1276107956"
"Châtillon-sur-Seine","Chatillon-sur-Seine","47.8583","4.5742","France","FR","FRA","Bourgogne-Franche-Comté","","5354","1250561320"
"Dietramszell","Dietramszell","47.8500","11.6000","Germany","DE","DEU","Bavaria","","5459","1276768311"
"Broşteni","Brosteni","47.2442","25.6981","Romania","RO","ROU","Suceava","","5506","1642522635"
"Bagan","Bagan","54.1000","77.6667","Russia","RU","RUS","Novosibirskaya Oblast’","","5510","1643763302"
"Baxley","Baxley","31.7643","-82.3508","United States","US","USA","Georgia","","5515","1840013850"
"Santa Teresa","Santa Teresa","31.8701","-106.6714","United States","US","USA","New Mexico","","5515","1840019414"
"Grandes Rios","Grandes Rios","-24.1458","-51.5058","Brazil","BR","BRA","Paraná","","5497","1076995908"
"Śmigiel","Smigiel","52.0134","16.5270","Poland","PL","POL","Wielkopolskie","","5420","1616104537"
"Boa Ventura","Boa Ventura","-7.4139","-38.2158","Brazil","BR","BRA","Paraíba","","5473","1076401937"
"Mustūr","Mustur","13.4500","77.7167","India","IN","IND","Karnātaka","","5150","1356044975"
"Carlinville","Carlinville","39.2774","-89.8761","United States","US","USA","Illinois","","5514","1840007366"
"Bernhardswald","Bernhardswald","49.0906","12.2444","Germany","DE","DEU","Bavaria","","5438","1276229140"
"Aramina","Aramina","-20.0903","-47.7858","Brazil","BR","BRA","São Paulo","","5486","1076022346"
"Bethany","Bethany","41.4261","-72.9931","United States","US","USA","Connecticut","","5513","1840034038"
"Sherwood Manor","Sherwood Manor","42.0125","-72.5660","United States","US","USA","Connecticut","","5513","1840028600"
"Britânia","Britania","-15.2408","-51.1608","Brazil","BR","BRA","Goiás","","5509","1076377307"
"Elberton","Elberton","34.1064","-82.8705","United States","US","USA","Georgia","","5512","1840013651"
"Kayenta","Kayenta","36.7144","-110.2589","United States","US","USA","Arizona","","5512","1840017658"
"Vechigen","Vechigen","46.9469","7.5625","Switzerland","CH","CHE","Bern","","5298","1756631291"
"Vila de Porto Santo","Vila de Porto Santo","33.0619","-16.3564","Portugal","PT","PRT","Madeira","","5483","1620961832"
"Kham Sakae Saeng","Kham Sakae Saeng","15.3322","102.1728","Thailand","TH","THA","Nakhon Ratchasima","minor","5385","1764446962"
"Santa Marta de Ortigueira","Santa Marta de Ortigueira","43.6831","-7.8500","Spain","ES","ESP","Galicia","","5485","1724246059"
"Ebstorf","Ebstorf","53.0300","10.4147","Germany","DE","DEU","Lower Saxony","","5316","1276811727"
"Dolní Lutyně","Dolni Lutyne","49.8987","18.4282","Czechia","CZ","CZE","Moravskoslezský Kraj","","5298","1203887833"
"Winston","Winston","43.1200","-123.4242","United States","US","USA","Oregon","","5511","1840021275"
"Hluboká nad Vltavou","Hluboka nad Vltavou","49.0523","14.4343","Czechia","CZ","CZE","Jihočeský Kraj","","5451","1203893686"
"Espiye","Espiye","40.9500","38.7333","Turkey","TR","TUR","Giresun","minor","5318","1792099876"
"Rivanazzano","Rivanazzano","44.9308","9.0142","Italy","IT","ITA","Lombardy","","5326","1380530649"
"Sollenau","Sollenau","47.9000","16.2500","Austria","AT","AUT","Niederösterreich","","5038","1040448169"
"Nachalovo","Nachalovo","46.3386","48.1997","Russia","RU","RUS","Astrakhanskaya Oblast’","","5451","1643382711"
"Bīdokht","Bidokht","34.3472","58.7572","Iran","IR","IRN","Khorāsān-e Raẕavī","","5501","1364294377"
"Bullange","Bullange","50.4000","6.2500","Belgium","BE","BEL","Wallonia","","5473","1056833627"
"Pyhäjärvi","Pyhajarvi","63.6833","25.9833","Finland","FI","FIN","Pohjois-Pohjanmaa","","5505","1246224367"
"Kameno","Kameno","42.5698","27.2907","Bulgaria","BG","BGR","Burgas","","5477","1100253032"
"Faulquemont","Faulquemont","49.0411","6.5992","France","FR","FRA","Grand Est","","5230","1250099099"
"Hägendorf","Hagendorf","47.3344","7.8444","Switzerland","CH","CHE","Solothurn","","5137","1756649935"
"Ladyville","Ladyville","17.5567","-88.2889","Belize","BZ","BLZ","Belize","","5458","1084569054"
"Wellston","Wellston","39.1172","-82.5375","United States","US","USA","Ohio","","5507","1840001622"
"Mucurici","Mucurici","-18.0928","-40.5158","Brazil","BR","BRA","Espírito Santo","","5496","1076431128"
"Tympáki","Tympaki","35.0719","24.7683","Greece","GR","GRC","Kríti","","5285","1300790482"
"Meaño","Meano","42.4500","-8.7833","Spain","ES","ESP","Galicia","","5314","1724991006"
"Phanom Thuan","Phanom Thuan","14.1315","99.7029","Thailand","TH","THA","Kanchanaburi","minor","5376","1764669188"
"Rockdale","Rockdale","30.6542","-97.0089","United States","US","USA","Texas","","5503","1840020859"
"Stornarella","Stornarella","41.2500","15.7333","Italy","IT","ITA","Puglia","","5344","1380645650"
"Presicce","Presicce","39.9000","18.2667","Italy","IT","ITA","Puglia","","5285","1380473301"
"Viry","Viry","46.1175","6.0375","France","FR","FRA","Auvergne-Rhône-Alpes","","5299","1250736126"
"Korukonda","Korukonda","18.2833","81.9833","India","IN","IND","Odisha","","5012","1356067238"
"Arīpānthan","Aripanthan","34.0610","74.5750","India","IN","IND","Jammu and Kashmīr","","5268","1356474292"
"Penn","Penn","39.8226","-75.8742","United States","US","USA","Pennsylvania","","5501","1840141674"
"Holdenville","Holdenville","35.0836","-96.4004","United States","US","USA","Oklahoma","","5501","1840020460"
"Swartz Creek","Swartz Creek","42.9626","-83.8260","United States","US","USA","Michigan","","5501","1840002944"
"Makhkety","Makhkety","42.9663","45.9063","Russia","RU","RUS","Chechnya","","5454","1643874611"
"Aying","Aying","47.9667","11.7833","Germany","DE","DEU","Bavaria","","5381","1276172276"
"Grävenwiesbach","Gravenwiesbach","50.3857","8.4570","Germany","DE","DEU","Hesse","","5375","1276486793"
"Aguiar da Beira","Aguiar da Beira","40.8180","-7.5414","Portugal","PT","PRT","Guarda","minor","5473","1620715941"
"Warkworth","Warkworth","-36.4000","174.6667","New Zealand","NZ","NZL","Auckland","","5320","1554014050"
"Archidona","Archidona","-0.9095","-77.8077","Ecuador","EC","ECU","Napo","","5478","1218000011"
"Lanzo Torinese","Lanzo Torinese","45.2667","7.4833","Italy","IT","ITA","Piedmont","","5011","1380498555"
"Rangendingen","Rangendingen","48.3811","8.8889","Germany","DE","DEU","Baden-Württemberg","","5255","1276626572"
"Feldkirchen an der Donau","Feldkirchen an der Donau","48.3456","14.0503","Austria","AT","AUT","Oberösterreich","","5361","1040289103"
"Mirecourt","Mirecourt","48.2986","6.1303","France","FR","FRA","Grand Est","","5078","1250153445"
"Marbletown","Marbletown","41.8699","-74.1628","United States","US","USA","New York","","5497","1840058285"
"São Domingos das Dores","Sao Domingos das Dores","-19.5269","-42.0108","Brazil","BR","BRA","Minas Gerais","","5408","1076002142"
"Carroll","Carroll","40.1813","-79.9313","United States","US","USA","Pennsylvania","","5496","1840151795"
"Glabbeek-Zuurbemde","Glabbeek-Zuurbemde","50.8667","4.9500","Belgium","BE","BEL","Flanders","","5298","1056978369"
"Saint-Philippe","Saint-Philippe","45.3500","-73.4700","Canada","CA","CAN","Quebec","","5495","1124461923"
"Kouli Kouara","Kouli Kouara","13.8718","1.4867","Niger","NE","NER","Tillabéri","","5413","1562522869"
"Naco","Naco","31.3269","-109.9478","Mexico","MX","MEX","Sonora","minor","5485","1484213843"
"Jamestown","Jamestown","41.5149","-71.3770","United States","US","USA","Rhode Island","","5494","1840066118"
"Gabčíkovo","Gabcikovo","47.8921","17.5788","Slovakia","SK","SVK","Trnavský","","5391","1703668722"
"Montepaone","Montepaone","38.7167","16.5000","Italy","IT","ITA","Calabria","","5390","1380685981"
"Schrems","Schrems","48.7833","15.0667","Austria","AT","AUT","Niederösterreich","","5404","1040881676"
"Galliera","Galliera","44.7500","11.4000","Italy","IT","ITA","Emilia-Romagna","","5451","1380351220"
"Maddikera Agrahāram","Maddikera Agraharam","15.2667","77.4333","India","IN","IND","Andhra Pradesh","","5152","1356829767"
"Teuva","Teuva","62.4861","21.7472","Finland","FI","FIN","Etelä-Pohjanmaa","minor","5482","1246386371"
"Dzierzgoń","Dzierzgon","53.9233","19.3514","Poland","PL","POL","Pomorskie","","5413","1616772134"
"Tash-Döbö","Tash-Dobo","42.7237","74.5721","Kyrgyzstan","KG","KGZ","Chüy","","5397","1417667875"
"Lagonegro","Lagonegro","40.1333","15.7667","Italy","IT","ITA","Basilicata","","5442","1380265044"
"Mena","Mena","34.5812","-94.2369","United States","US","USA","Arkansas","","5490","1840015549"
"Sambaíba","Sambaiba","-7.1400","-45.3458","Brazil","BR","BRA","Maranhão","","5487","1076875398"
"Imigdal","Imigdal","31.1097","-8.1336","Morocco","MA","MAR","Marrakech-Safi","","5467","1504551611"
"Stokesdale","Stokesdale","36.2318","-79.9834","United States","US","USA","North Carolina","","5489","1840016138"
"Kolavennu","Kolavennu","16.4500","80.7833","India","IN","IND","Andhra Pradesh","","5076","1356435976"
"Caprarola","Caprarola","42.3275","12.2367","Italy","IT","ITA","Lazio","","5395","1380893873"
"Lanusei","Lanusei","39.8787","9.5415","Italy","IT","ITA","Sardegna","minor","5387","1380623849"
"Ardeşen","Ardesen","41.1914","40.9857","Turkey","TR","TUR","Rize","minor","5488","1792160424"
"Großschönau","Grossschonau","50.8964","14.6622","Germany","DE","DEU","Saxony","","5267","1276000576"
"Santa Cristina de Aro","Santa Cristina de Aro","41.8139","2.9974","Spain","ES","ESP","Catalonia","","5408","1724501523"
"Fort Plain","Fort Plain","42.9316","-74.6277","United States","US","USA","New York","","5488","1840004402"
"Kalaheo","Kalaheo","21.9159","-159.5236","United States","US","USA","Hawaii","","5487","1840029492"
"Wolfforth","Wolfforth","33.5148","-102.0066","United States","US","USA","Texas","","5486","1840021983"
"Fairview","Fairview","41.7320","-73.9139","United States","US","USA","New York","","5486","1840132690"
"Casariche","Casariche","37.2833","-4.7500","Spain","ES","ESP","Andalusia","","5384","1724704933"
"Maslog","Maslog","12.1000","125.1667","Philippines","PH","PHL","Eastern Samar","","5463","1608182078"
"General Conesa","General Conesa","-40.1000","-64.4333","Argentina","AR","ARG","Río Negro","minor","5484","1032658385"
"Arjona","Arjona","37.9350","-4.0569","Spain","ES","ESP","Andalusia","","5450","1724093494"
"Jászladány","Jaszladany","47.3667","20.1667","Hungary","HU","HUN","Jász-Nagykun-Szolnok","","5426","1348538816"
"Pregarten","Pregarten","48.3556","14.5306","Austria","AT","AUT","Oberösterreich","","5293","1040457074"
"Corlăteni","Corlateni","47.8222","27.8314","Moldova","MD","MDA","Rîşcani","","5427","1498394033"
"Laufach","Laufach","50.0167","9.3000","Germany","DE","DEU","Bavaria","","5152","1276345740"
"San Antonio de los Cobres","San Antonio de los Cobres","-24.2256","-66.3192","Argentina","AR","ARG","Salta","minor","5482","1032191344"
"Saint-Étienne-au-Mont","Saint-Etienne-au-Mont","50.6817","1.6258","France","FR","FRA","Hauts-de-France","","5118","1250603617"
"Kremnica","Kremnica","48.7044","18.9183","Slovakia","SK","SVK","Banskobystrický","","5358","1703202488"
"Tvardiţa","Tvardita","46.1547","28.9656","Moldova","MD","MDA","Taraclia","","5420","1498920865"
"Manteo","Manteo","35.9013","-75.6610","United States","US","USA","North Carolina","","5482","1840016156"
"Bol’shoye Nagatkino","Bol'shoye Nagatkino","54.5167","47.9667","Russia","RU","RUS","Ul’yanovskaya Oblast’","","5462","1643266640"
"Entrambasaguas","Entrambasaguas","43.3778","-3.6767","Spain","ES","ESP","Cantabria","","5357","1724237870"
"Ouvidor","Ouvidor","-18.2339","-47.8389","Brazil","BR","BRA","Goiás","","5467","1076952035"
"Greenwich","Greenwich","40.6791","-75.1121","United States","US","USA","New Jersey","","5480","1840056372"
"Kuzumaki","Kuzumaki","40.0397","141.4364","Japan","JP","JPN","Iwate","","5467","1392191294"
"Lekala","Lekala","-22.7803","27.7769","Botswana","BW","BWA","Central","","5474","1072391232"
"Cucq","Cucq","50.4869","1.6244","France","FR","FRA","Hauts-de-France","","5092","1250767373"
"Çermik","Cermik","38.1353","39.4560","Turkey","TR","TUR","Diyarbakır","minor","5420","1792975687"
"Peculiar","Peculiar","38.7306","-94.4736","United States","US","USA","Missouri","","5478","1840009785"
"Muldrow","Muldrow","35.4039","-94.5969","United States","US","USA","Oklahoma","","5478","1840022738"
"Breckenridge","Breckenridge","32.7566","-98.9125","United States","US","USA","Texas","","5478","1840019448"
"Vic-le-Comte","Vic-le-Comte","45.6431","3.2461","France","FR","FRA","Auvergne-Rhône-Alpes","","5191","1250097361"
"Somerdale","Somerdale","39.8454","-75.0218","United States","US","USA","New Jersey","","5477","1840001512"
"Sparta","Sparta","35.9347","-85.4726","United States","US","USA","Tennessee","","5476","1840015354"
"Chingarali","Chingarali","12.5394","76.6039","India","IN","IND","Karnātaka","","5104","1356857389"
"Beekmantown","Beekmantown","44.7719","-73.4997","United States","US","USA","New York","","5475","1840057228"
"Dulles Town Center","Dulles Town Center","39.0265","-77.4196","United States","US","USA","Virginia","","5475","1840024501"
"Mutriku","Mutriku","43.3072","-2.3850","Spain","ES","ESP","Basque Country","","5284","1724666395"
"Hartley","Hartley","51.3868","0.3037","United Kingdom","GB","GBR","Kent","","5359","1826311133"
"Vaileka","Vaileka","-17.3667","178.1500","Fiji","FJ","FJI","Ra","","5078","1242804107"
"Pommelsbrunn","Pommelsbrunn","49.5000","11.5167","Germany","DE","DEU","Bavaria","","5367","1276157404"
"Guitiriz","Guitiriz","43.1820","-7.8954","Spain","ES","ESP","Galicia","","5455","1724798487"
"Calatabiano","Calatabiano","37.8228","15.2278","Italy","IT","ITA","Sicilia","","5274","1380854766"
"Sulzbach an der Murr","Sulzbach an der Murr","49.0044","9.5056","Germany","DE","DEU","Baden-Württemberg","","5340","1276917636"
"Teojomulco","Teojomulco","16.6000","-97.2333","Mexico","MX","MEX","Oaxaca","minor","5093","1484423494"
"Nandlstadt","Nandlstadt","48.5333","11.8000","Germany","DE","DEU","Bavaria","","5318","1276683361"
"Caramanta","Caramanta","5.5467","-75.6442","Colombia","CO","COL","Antioquia","minor","5410","1170839333"
"Vegūru","Veguru","14.5375","80.0544","India","IN","IND","Andhra Pradesh","","5185","1356696191"
"Burg Stargard","Burg Stargard","53.4833","13.3000","Germany","DE","DEU","Mecklenburg-Western Pomerania","","5402","1276653806"
"Sant’Omero","Sant'Omero","42.7833","13.8000","Italy","IT","ITA","Abruzzo","","5317","1380920835"
"Macachín","Macachin","-37.1377","-63.6620","Argentina","AR","ARG","La Pampa","minor","5465","1032767915"
"Niedenstein","Niedenstein","51.2333","9.3167","Germany","DE","DEU","Hesse","","5299","1276393083"
"Veľké Čaníkovce","Vel'ke Canikovce","48.3017","17.3456","Slovakia","SK","SVK","Bratislavský","","5260","1703753976"
"Limana","Limana","46.1000","12.1833","Italy","IT","ITA","Veneto","","5335","1380229001"
"Planá","Plana","49.8683","12.7438","Czechia","CZ","CZE","Plzeňský Kraj","","5385","1203670604"
"Condat-sur-Vienne","Condat-sur-Vienne","45.7931","1.2317","France","FR","FRA","Nouvelle-Aquitaine","","5139","1250901373"
"Nandavaram","Nandavaram","15.3750","78.2800","India","IN","IND","Andhra Pradesh","","5283","1356107729"
"Indian Wells","Indian Wells","33.7036","-116.3396","United States","US","USA","California","","5470","1840019303"
"Quincy","Quincy","39.8148","-77.5493","United States","US","USA","Pennsylvania","","5470","1840100936"
"Bar Harbor","Bar Harbor","44.3852","-68.2711","United States","US","USA","Maine","","5470","1840052424"
"Ko Chang","Ko Chang","12.1033","102.3522","Thailand","TH","THA","Trat","minor","5445","1764380368"
"Borgo Ticino","Borgo Ticino","45.6833","8.6000","Italy","IT","ITA","Piedmont","","5089","1380202251"
"Benedito Leite","Benedito Leite","-7.2228","-44.5578","Brazil","BR","BRA","Maranhão","","5469","1076684509"
"Basiliano","Basiliano","46.0167","13.1000","Italy","IT","ITA","Friuli-Venezia Giulia","","5345","1380244607"
"Zhizdra","Zhizdra","53.7503","34.7361","Russia","RU","RUS","Kaluzhskaya Oblast’","","5461","1643776159"
"Williams","Williams","39.1498","-122.1389","United States","US","USA","California","","5469","1840021460"
"Alcantil","Alcantil","-7.7439","-36.0558","Brazil","BR","BRA","Paraíba","","5451","1076608523"
"Nāgareddipet","Nagareddipet","18.1439","78.1292","India","IN","IND","Telangana","","5109","1356384977"
"Pervomayskoye","Pervomayskoye","52.5883","85.2614","Russia","RU","RUS","Altayskiy Kray","","5454","1643351359"
"Telč","Telc","49.1842","15.4528","Czechia","CZ","CZE","Vysočina","","5257","1203523076"
"Santa Rita do Itueto","Santa Rita do Itueto","-19.3600","-41.3800","Brazil","BR","BRA","Minas Gerais","","5457","1076037280"
"Colle Umberto","Colle Umberto","45.9500","12.3500","Italy","IT","ITA","Veneto","","5093","1380739037"
"Charleston","Charleston","36.9179","-89.3344","United States","US","USA","Missouri","","5468","1840007648"
"Tharandt","Tharandt","50.9833","13.5808","Germany","DE","DEU","Saxony","","5392","1276699012"
"Neilston","Neilston","55.7847","-4.4234","United Kingdom","GB","GBR","East Renfrewshire","","5170","1826325436"
"Richelieu","Richelieu","45.4500","-73.2500","Canada","CA","CAN","Quebec","","5467","1124000387"
"Notre-Dame-du-Mont-Carmel","Notre-Dame-du-Mont-Carmel","46.4833","-72.6500","Canada","CA","CAN","Quebec","","5467","1124893320"
"Rockenhausen","Rockenhausen","49.6286","7.8206","Germany","DE","DEU","Rhineland-Palatinate","","5322","1276083593"
"Kurumkan","Kurumkan","54.3167","110.3167","Russia","RU","RUS","Buryatiya","","5465","1643350585"
"Rye","Rye","43.0141","-70.7607","United States","US","USA","New Hampshire","","5466","1840055509"
"Fragagnano","Fragagnano","40.4333","17.4667","Italy","IT","ITA","Puglia","","5232","1380282306"
"Cavallermaggiore","Cavallermaggiore","44.7167","7.6833","Italy","IT","ITA","Piedmont","","5455","1380202284"
"Nursling","Nursling","50.9449","-1.4727","United Kingdom","GB","GBR","Hampshire","","5137","1826012560"
"Moraleja de Enmedio","Moraleja de Enmedio","40.2667","-3.8500","Spain","ES","ESP","Madrid","","5294","1724000041"
"Los Montesinos","Los Montesinos","38.0281","-0.7419","Spain","ES","ESP","Valencia","","5123","1724882059"
"Ḩisyā’","Hisya'","34.4108","36.7586","Syria","SY","SYR","Ḩimş","minor","5435","1760229953"
"Cameron","Cameron","30.8608","-96.9762","United States","US","USA","Texas","","5464","1840019562"
"New Holland","New Holland","40.1008","-76.0900","United States","US","USA","Pennsylvania","","5464","1840003725"
"L'Ange-Gardien","L'Ange-Gardien","45.5833","-75.4500","Canada","CA","CAN","Quebec","","5464","1124001197"
"Bine Al Widane","Bine Al Widane","32.1083","-6.4750","Morocco","MA","MAR","Béni Mellal-Khénifra","","5421","1504956807"
"Pana","Pana","39.3828","-89.0642","United States","US","USA","Illinois","","5463","1840009548"
"Cabaceiras","Cabaceiras","-7.4889","-36.2869","Brazil","BR","BRA","Paraíba","","5449","1076264434"
"Sládkovičovo","Sladkovicovo","48.2000","17.6500","Slovakia","SK","SVK","Trnavský","","5281","1703910883"
"Sainte-Martine","Sainte-Martine","45.2500","-73.8000","Canada","CA","CAN","Quebec","","5461","1124000017"
"Rot am See","Rot am See","49.2508","10.0233","Germany","DE","DEU","Baden-Württemberg","","5388","1276830814"
"Wiesenburg","Wiesenburg","52.1167","12.4497","Germany","DE","DEU","Brandenburg","","5435","1276640204"
"Niederaula","Niederaula","50.8000","9.6000","Germany","DE","DEU","Hesse","","5376","1276579815"
"Itaguaru","Itaguaru","-15.7578","-49.6339","Brazil","BR","BRA","Goiás","","5437","1076656957"
"Komádi","Komadi","47.0000","21.5000","Hungary","HU","HUN","Hajdú-Bihar","","5421","1348286958"
"Asuka","Asuka","34.4711","135.8206","Japan","JP","JPN","Nara","","5241","1392094527"
"Braúna","Brauna","-21.5000","-50.3167","Brazil","BR","BRA","São Paulo","","5454","1076848088"
"Woodside","Woodside","37.4222","-122.2591","United States","US","USA","California","","5458","1840022548"
"Giavera del Montello","Giavera del Montello","45.8000","12.1667","Italy","IT","ITA","Veneto","","5200","1380946162"
"Gualchos","Gualchos","36.7500","-3.3833","Spain","ES","ESP","Andalusia","","5287","1724175086"
"Hügelsheim","Hugelsheim","48.7972","8.1117","Germany","DE","DEU","Baden-Württemberg","","5115","1276070117"
"Kings Langley","Kings Langley","51.7156","-0.4569","United Kingdom","GB","GBR","Hertfordshire","","5214","1826435089"
"Padula","Padula","40.3390","15.6563","Italy","IT","ITA","Campania","","5377","1380999882"
"Missillac","Missillac","47.4822","-2.1589","France","FR","FRA","Pays de la Loire","","5367","1250413451"
"Wesendorf","Wesendorf","52.6000","10.5331","Germany","DE","DEU","Lower Saxony","","5287","1276980909"
"Harwinton","Harwinton","41.7550","-73.0582","United States","US","USA","Connecticut","","5456","1840034917"
"Colibaşi","Colibasi","45.7333","28.1667","Moldova","MD","MDA","Cahul","","5378","1498422847"
"Penmarch","Penmarch","47.8122","-4.3378","France","FR","FRA","Bretagne","","5142","1250105130"
"Taiki","Taiki","42.4975","143.2789","Japan","JP","JPN","Hokkaidō","","5449","1392800901"
"Bédarrides","Bedarrides","44.0406","4.8981","France","FR","FRA","Provence-Alpes-Côte d’Azur","","5244","1250823270"
"Adel","Adel","41.6121","-94.0129","United States","US","USA","Iowa","","5455","1840007053"
"Jokioinen","Jokioinen","60.8042","23.4861","Finland","FI","FIN","Kanta-Häme","minor","5425","1246986011"
"Vámospércs","Vamospercs","47.5266","21.8984","Hungary","HU","HUN","Hajdú-Bihar","","5362","1348362655"
"Novaci-Străini","Novaci-Straini","45.1800","23.6700","Romania","RO","ROU","Gorj","","5431","1642074535"
"Pfreimd","Pfreimd","49.4929","12.1844","Germany","DE","DEU","Bavaria","","5349","1276211281"
"Ahlerstedt","Ahlerstedt","53.4069","9.4528","Germany","DE","DEU","Lower Saxony","","5367","1276982088"
"Illasi","Illasi","45.4667","11.1833","Italy","IT","ITA","Veneto","","5243","1380746180"
"Acquapendente","Acquapendente","42.7447","11.8650","Italy","IT","ITA","Lazio","","5439","1380580784"
"Starý Plzenec","Stary Plzenec","49.6978","13.4736","Czechia","CZ","CZE","Plzeňský Kraj","","5171","1203911263"
"Lyons","Lyons","43.0882","-76.9996","United States","US","USA","New York","","5452","1840058270"
